ts,value
0,-2.244139145763844
1,-2.464164202342306
2,-2.723017210081673
3,-2.244139145763844
4,-2.723017210081673
5,-2.464164202342306
6,-2.308852397698686
7,-2.2053111946029387
8,-1.9464581868635717
9,-1.8688022845417616
10,-1.6876051791242046
11,-1.558178675254521
12,-1.5064080737066476
13,-1.558178675254521
14,-1.558178675254521
15,-1.8170316829938882
16,-1.8170316829938882
17,-2.2053111946029387
18,-1.8946875853156984
19,-2.464164202342306
20,-2.5935907062119896
21,-1.9464581868635717
22,-2.2053111946029387
23,-2.2053111946029387
24,-1.6358345775763312
25,-2.0758846907332553
26,-1.9464581868635717
27,-1.661719878350268
28,-1.9464581868635717
29,-1.9464581868635717
30,-1.6746625287372363
31,-2.0758846907332553
32,-1.6876051791242046
33,-1.3510962690630275
34,-1.2993256675151539
35,-1.0404726597757867
36,-1.1698991636454703
37,-1.0404726597757867
38,-1.0404726597757867
39,-1.2734403667412173
40,-1.2993256675151539
41,-1.558178675254521
42,-1.3252109682890905
43,-1.9464581868635717
44,-1.9464581868635717
45,-1.454637472158774
46,-1.9464581868635717
47,-2.0758846907332553
48,-1.4934654233196794
49,-1.8170316829938882
50,-1.6876051791242046
51,-1.4028668706109009
52,-1.6876051791242046
53,-1.558178675254521
54,-1.3122683179021222
55,-1.558178675254521
56,-1.1698991636454703
57,-0.755734351262483
58,-0.9110461559061032
59,-0.6521931481667361
60,-0.5486519450709891
61,-0.6521931481667361
62,-0.7816196520364196
63,-0.5874798962318943
64,-0.6521931481667361
65,-0.9110461559061032
66,-0.794562302423388
67,-1.1698991636454703
68,-1.2993256675151539
69,-0.9110461559061032
70,-1.558178675254521
71,-1.4287521713848375
72,-1.053415310162755
73,-1.558178675254521
74,-1.6876051791242046
75,-1.1310712124845652
76,-1.4287521713848375
77,-1.4287521713848375
78,-0.975759407840945
79,-1.0404726597757867
80,-0.6521931481667361
81,-0.5486519450709891
82,-0.26391363655768535
83,-0.26391363655768535
84,-0.3156842381055586
85,-0.5227666442970526
86,-0.5227666442970526
87,-0.6392504977797677
88,-0.7816196520364196
89,-0.9110461559061032
