ts,value
0,-2.331336475968472
1,-2.221391384835098
2,-2.46571380957593
3,-2.306904233494389
4,-2.46571380957593
5,-2.221391384835098
6,-2.587875021946346
7,-1.977068960094266
8,-1.732746535353434
9,-1.9037722326720163
10,-1.488424110612602
11,-1.3662628982421858
12,-1.5861530805089348
13,-1.3662628982421858
14,-1.3662628982421858
15,-1.85490774772385
16,-1.6105853229830178
17,-1.977068960094266
18,-2.3924170821536803
19,-2.221391384835098
20,-2.343552597205514
21,-2.563442779472263
22,-1.977068960094266
23,-1.977068960094266
24,-2.331336475968472
25,-1.85490774772385
26,-1.732746535353434
27,-2.050365687516516
28,-1.732746535353434
29,-1.732746535353434
30,-1.9526367176201829
31,-1.85490774772385
32,-1.488424110612602
33,-1.390695140716269
34,-1.1219404735013538
35,-0.8776180487605219
36,-1.0975082310272708
37,-0.8776180487605219
38,-0.8776180487605219
39,-1.390695140716269
40,-1.1219404735013538
41,-1.3662628982421858
42,-1.8060432627756835
43,-1.732746535353434
44,-1.732746535353434
45,-2.123662414938765
46,-1.732746535353434
47,-1.85490774772385
48,-1.9526367176201829
49,-1.6105853229830178
50,-1.488424110612602
51,-1.6960981716423091
52,-1.488424110612602
53,-1.3662628982421858
54,-1.6105853229830178
55,-1.3662628982421858
56,-0.9997792611309378
57,-0.9509147761827714
58,-0.7554568363901059
59,-0.5111344116492739
60,-0.8287535638123554
61,-0.5111344116492739
62,-0.6332956240196899
63,-0.7065923514419394
64,-0.5111344116492739
65,-0.7554568363901059
66,-0.9509147761827714
67,-0.9997792611309378
68,-1.1219404735013538
69,-1.5250724743237267
70,-1.3662628982421858
71,-1.24410168587177
72,-1.6228014442200596
73,-1.3662628982421858
74,-1.488424110612602
75,-1.5861530805089348
76,-1.24410168587177
77,-1.24410168587177
78,-1.3662628982421858
79,-0.8776180487605219
80,-0.5111344116492739
81,-0.6332956240196899
82,-0.1446507745380258
83,-0.1446507745380258
84,-0.43783768422702424
85,-0.3889731992788578
86,-0.3889731992788578
87,-0.7065923514419394
88,-0.6332956240196899
89,-0.7554568363901059
90,-1.0975082310272708
91,-0.7554568363901059
92,-0.6332956240196899
93,-0.9875631398938963
94,-0.6332956240196899
95,-0.7554568363901059
96,-0.7310245939160227
97,-0.8776180487605219
98,-0.9997792611309378
99,-0.963130897419813
100,-0.7554568363901059
101,-0.8776180487605219
102,-1.1708049584495204
103,-0.7554568363901059
104,-0.2668119869084418
105,-0.12021853206394267
106,0.34399407494363826
107,0.34399407494363826
108,0.02637492278055645
109,0.22183286257322224
110,0.22183286257322224
111,-0.12021853206394267
112,-0.2668119869084418
113,-0.3889731992788578
114,-0.3645409568047747
115,-0.022489562167609778
116,-0.6332956240196899
117,-0.9875631398938963
118,-0.8776180487605219
119,-1.1097243522643123
120,-1.1097243522643123
121,-0.8776180487605219
122,-0.9997792611309378
123,-1.207453322160645
124,-0.9997792611309378
125,-0.9997792611309378
126,-1.0730759885531875
127,-0.8776180487605219
128,-0.5111344116492739
129,-0.19351525948619203
130,0.09967165020280623
131,0.22183286257322224
132,0.0019426803064733363
133,0.09967165020280623
134,-0.022489562167609778
135,-0.04692180464169289
136,-0.2668119869084418
137,-0.1446507745380258
138,-0.3889731992788578
139,-0.2668119869084418
140,-0.1446507745380258
141,-0.4500538054640658
142,-0.2668119869084418
143,-0.022489562167609778
144,-0.2912442293825249
145,-0.2668119869084418
146,-0.5111344116492739
147,-0.7921052001012308
148,-0.7554568363901059
149,-0.7554568363901059
150,-0.902050291234605
151,-0.6332956240196899
152,-0.6332956240196899
153,-0.7310245939160227
154,-0.2668119869084418
155,-0.2668119869084418
156,-0.4622699267011074
157,-0.3889731992788578
158,-0.3889731992788578
159,-0.6577278664937729
160,-0.5111344116492739
161,-0.5111344116492739
162,-0.8776180487605219
163,-0.5111344116492739
164,-0.6332956240196899
165,-1.024211503605021
166,-0.7554568363901059
167,-0.8776180487605219
168,-1.1708049584495204
169,-0.9997792611309378
170,-1.24410168587177
171,-1.3418306557681028
172,-1.3662628982421858
173,-1.6105853229830178
174,-2.025933445042432
